loan_id,customer_name,branch,loan_type,loan_amount,interest_rate,tenure_months,disbursed_date,status,emi_amount,repaid_amount,credit_score,month
LN00914,Bahadurjit Grover,Kolkata,Personal Loan,498874,9.16,36,2023-11-01,Active,19753,266150,832,2023-11
LN00915,Bishakha Jain,Mumbai,Personal Loan,903499,13.43,24,2023-11-01,Closed,21485,689753,550,2023-11
LN00916,Gabriel Merchant,Kolkata,Gold Loan,1073980,9.14,12,2023-11-02,Active,15977,443258,768,2023-11
LN00917,Udant Ramachandran,Mumbai,Gold Loan,168033,16.1,18,2023-11-02,Defaulted,22874,489415,779,2023-11
LN00918,Chanakya Ahluwalia,Chennai,Business Loan,680265,10.72,18,2023-11-02,NPA,10674,947135,721,2023-11
LN00919,Champak Bera,Chennai,Gold Loan,663157,13.63,18,2023-11-03,Active,32038,1406396,636,2023-11
LN00920,Chasmum Upadhyay,Kolkata,Personal Loan,871106,16.86,12,2023-11-03,Active,32315,646012,590,2023-11
LN00921,Dev Kaul,Mumbai,Business Loan,1265502,14.68,18,2023-11-03,Active,6676,893659,672,2023-11
LN00922,Oscar Nayak,Hyderabad,Personal Loan,910120,13.56,12,2023-11-04,Closed,5426,724857,847,2023-11
LN00923,Peter Pillai,Bhubaneswar,Business Loan,481734,11.58,18,2023-11-04,Active,27473,488029,727,2023-11
LN00924,Pooja Mand,Chennai,Gold Loan,1471796,11.66,36,2023-11-04,NPA,5962,172646,612,2023-11
LN00925,Bhanumati Ratti,Bhubaneswar,Gold Loan,715627,14.86,36,2023-11-05,Active,32943,1342137,714,2023-11
LN00926,Logan Khosla,Hyderabad,Business Loan,271897,17.94,12,2023-11-05,Defaulted,3859,350164,736,2023-11
LN00927,Wridesh Edwin,Kolkata,Personal Loan,51062,14.79,36,2023-11-05,Closed,47816,1394359,758,2023-11
LN00928,Januja Balay,Hyderabad,Business Loan,1346312,13.8,12,2023-11-06,Active,7138,1143457,776,2023-11
LN00929,Anmol Sengupta,Chennai,Personal Loan,145462,15.44,36,2023-11-06,Defaulted,38192,242934,597,2023-11
LN00930,Akshay Swamy,Bhubaneswar,Gold Loan,1498021,12.92,36,2023-11-06,Closed,28640,132659,773,2023-11
LN00931,Chanakya Rastogi,Bhubaneswar,Business Loan,820173,9.07,12,2023-11-07,Closed,13409,501323,552,2023-11
LN00932,Zaitra Nair,Mumbai,Gold Loan,622203,13.84,24,2023-11-07,Closed,7017,639872,724,2023-11
LN00933,Ayush Purohit,Bhubaneswar,Gold Loan,1365352,17.6,36,2023-11-07,NPA,13451,747108,648,2023-11
LN00934,Lakshmi Mittal,Chennai,Gold Loan,708956,10.17,18,2023-11-08,Closed,31327,862318,665,2023-11
LN00935,Mohammed Khare,Hyderabad,Business Loan,1470499,15.06,24,2023-11-08,Active,13278,936320,819,2023-11
LN00936,Damyanti Loke,Mumbai,Personal Loan,1497960,10.41,12,2023-11-08,Closed,27944,815864,802,2023-11
LN00937,Jeet Chadha,Hyderabad,Gold Loan,581849,13.59,24,2023-11-09,Active,46764,1228265,644,2023-11
LN00938,Rajeshri D’Alia,Hyderabad,Business Loan,517010,9.42,6,2023-11-09,Active,4134,1383093,822,2023-11
LN00939,Chasmum Ganesan,Chennai,Gold Loan,436193,12.78,6,2023-11-09,Closed,33131,1213865,573,2023-11
LN00940,Bishakha Handa,Kolkata,Personal Loan,76734,15.68,36,2023-11-10,Active,40887,1331604,665,2023-11
LN00941,Ishani Mukhopadhyay,Chennai,Gold Loan,973875,11.8,36,2023-11-10,Closed,41462,267598,700,2023-11
LN00942,Netra Iyengar,Kolkata,Gold Loan,76069,14.82,18,2023-11-10,Active,25520,1150997,599,2023-11
LN00943,Chandresh Mand,Kolkata,Personal Loan,587198,16.06,24,2023-11-11,Active,24869,1286821,755,2023-11
LN00944,Ishita Ray,Kolkata,Business Loan,1434199,17.31,6,2023-11-11,Active,39932,1001452,628,2023-11
LN00945,Divya Sengupta,Chennai,Business Loan,520951,10.73,36,2023-11-11,Active,8039,1095687,619,2023-11
LN00946,Chandran Dass,Kolkata,Gold Loan,131264,12.29,24,2023-11-12,Active,24281,432829,576,2023-11
LN00947,Vanya Goel,Hyderabad,Gold Loan,73275,9.95,36,2023-11-12,Active,13442,216750,820,2023-11
LN00948,Osha Kamdar,Chennai,Gold Loan,646562,17.93,36,2023-11-12,NPA,11252,120592,599,2023-11
LN00949,Jackson Varty,Bhubaneswar,Business Loan,412920,17.31,6,2023-11-13,Active,30586,234000,841,2023-11
LN00950,Warinder Barad,Kolkata,Business Loan,241076,13.63,6,2023-11-13,Active,20568,780277,796,2023-11
LN00951,Yasti Dyal,Kolkata,Gold Loan,1292629,16.5,36,2023-11-13,Closed,23810,322137,813,2023-11
LN00952,Dayamai Panchal,Mumbai,Gold Loan,1052163,13.45,12,2023-11-14,Active,4551,1177228,628,2023-11
LN00953,Ethan Chaudry,Chennai,Business Loan,622735,14.42,36,2023-11-14,Defaulted,15625,926352,739,2023-11
LN00954,Sai Kadakia,Hyderabad,Gold Loan,962826,9.35,36,2023-11-14,Closed,37397,508069,596,2023-11
LN00955,Ryan Dar,Kolkata,Business Loan,649991,15.68,18,2023-11-15,Closed,29249,852557,738,2023-11
LN00956,Chandani Ahuja,Bhubaneswar,Gold Loan,912522,9.71,18,2023-11-15,Closed,4361,1266092,805,2023-11
LN00957,Harini Verma,Mumbai,Gold Loan,853692,16.35,18,2023-11-15,Active,29149,379653,771,2023-11
LN00958,Abhiram Lata,Chennai,Personal Loan,1211157,15.93,12,2023-11-16,Defaulted,7370,1110178,790,2023-11
LN00959,Shivani Kamdar,Kolkata,Personal Loan,1364532,15.23,12,2023-11-16,Closed,8283,203117,818,2023-11
LN00960,Anmol Kakar,Chennai,Personal Loan,471240,8.84,36,2023-11-16,Closed,10610,237069,550,2023-11
LN00961,Vyanjana Grover,Chennai,Business Loan,952580,11.38,18,2023-11-17,Active,46326,566510,583,2023-11
LN00962,Raghav Datta,Mumbai,Personal Loan,994789,11.0,12,2023-11-17,Active,17924,1289660,628,2023-11
LN00963,Zashil Varty,Chennai,Personal Loan,1059940,11.92,6,2023-11-17,Active,47717,1290894,785,2023-11
LN00964,Frederick Andra,Kolkata,Business Loan,166421,9.33,36,2023-11-18,Active,13626,708092,647,2023-11
LN00965,Aashi Kumer,Mumbai,Gold Loan,575893,17.4,24,2023-11-18,Active,37761,1433370,631,2023-11
LN00966,Omisha Sehgal,Bhubaneswar,Personal Loan,122303,13.76,36,2023-11-18,Closed,3869,1097996,741,2023-11
LN00967,Sudiksha Dhar,Mumbai,Personal Loan,208211,11.4,24,2023-11-19,NPA,34552,599792,802,2023-11
LN00968,Maanas Nagi,Mumbai,Business Loan,1044653,12.27,18,2023-11-19,Active,4014,271604,587,2023-11
LN00969,Libni Butala,Kolkata,Personal Loan,237210,12.75,24,2023-11-19,Closed,13103,623607,563,2023-11
LN00970,Januja Sankar,Chennai,Business Loan,912557,14.21,18,2023-11-20,Closed,19986,664635,758,2023-11
LN00971,Qabil Anne,Hyderabad,Business Loan,194990,13.4,6,2023-11-20,Active,47781,668629,638,2023-11
LN00972,Yashodhara Jaggi,Hyderabad,Personal Loan,1257094,17.23,24,2023-11-20,Defaulted,33471,1171248,605,2023-11
LN00973,Sachi Pant,Kolkata,Gold Loan,174040,13.22,36,2023-11-21,Active,36458,1383640,643,2023-11
LN00974,Nathan Kapadia,Kolkata,Business Loan,718406,17.93,18,2023-11-21,Active,28069,513953,642,2023-11
LN00975,Yashawini Mangal,Mumbai,Business Loan,468034,16.59,36,2023-11-21,NPA,19873,417582,634,2023-11
LN00976,Divya Mukhopadhyay,Kolkata,Personal Loan,806254,10.48,12,2023-11-22,Active,26248,44036,794,2023-11
LN00977,Charita Chadha,Mumbai,Gold Loan,1083255,17.34,18,2023-11-22,Defaulted,26624,1197017,571,2023-11
LN00978,Yasti Butala,Hyderabad,Gold Loan,840756,9.61,24,2023-11-22,Active,46516,142867,840,2023-11
LN00979,Girindra Dube,Bhubaneswar,Business Loan,845543,16.27,18,2023-11-23,Active,32061,1118597,821,2023-11
LN00980,Nisha Bobal,Mumbai,Business Loan,1005614,12.12,36,2023-11-23,Defaulted,27170,369349,671,2023-11
LN00981,Aadi Murty,Mumbai,Gold Loan,590677,16.84,6,2023-11-23,Closed,11024,685503,677,2023-11
LN00982,Vedant D’Alia,Bhubaneswar,Gold Loan,1402147,16.75,18,2023-11-24,NPA,19678,422641,662,2023-11
LN00983,Netra Krishnamurthy,Chennai,Business Loan,1047083,16.16,24,2023-11-24,Closed,41256,337283,822,2023-11
LN00984,Qushi Deo,Hyderabad,Personal Loan,1221459,16.01,12,2023-11-24,Closed,23411,760592,679,2023-11
LN00985,Avni Jhaveri,Bhubaneswar,Personal Loan,812501,11.39,6,2023-11-25,Defaulted,46803,583117,681,2023-11
LN00986,Omya Chad,Mumbai,Gold Loan,437952,9.27,12,2023-11-25,Active,22296,391180,634,2023-11
LN00987,Oeshi Bajaj,Mumbai,Personal Loan,162221,12.33,18,2023-11-25,Active,29293,801151,630,2023-11
LN00988,Wriddhish Gour,Hyderabad,Personal Loan,1080117,10.15,36,2023-11-26,Closed,30172,633718,618,2023-11
LN00989,Aradhana Memon,Mumbai,Personal Loan,849666,15.1,36,2023-11-26,Closed,24128,400782,697,2023-11
LN00990,Vasana Thakur,Hyderabad,Gold Loan,310669,11.79,24,2023-11-26,Closed,21257,12306,565,2023-11
LN00991,Neel Bhatti,Hyderabad,Business Loan,809224,17.77,36,2023-11-27,Active,15855,578110,654,2023-11
LN00992,Keya Roy,Mumbai,Personal Loan,889873,14.59,6,2023-11-27,Active,22642,24042,714,2023-11
LN00993,Wakeeta Kapoor,Kolkata,Personal Loan,575134,16.31,36,2023-11-27,Active,38585,408302,750,2023-11
LN00994,Ikbal Rajan,Hyderabad,Gold Loan,1439959,9.76,24,2023-11-28,NPA,23025,672747,746,2023-11
LN00995,Ekavir Pai,Bhubaneswar,Business Loan,294761,16.69,18,2023-11-28,Active,7458,613712,734,2023-11
LN00996,Avni Kuruvilla,Chennai,Personal Loan,882946,17.27,18,2023-11-28,Active,8307,1231266,814,2023-11
LN00997,Inaya Bala,Chennai,Gold Loan,924668,13.13,36,2023-11-29,Active,44701,747410,649,2023-11
LN00998,Darpan Chandran,Hyderabad,Personal Loan,187541,14.26,12,2023-11-29,NPA,21425,149395,763,2023-11
LN00999,Karan Khare,Kolkata,Personal Loan,997609,15.77,18,2023-11-29,Closed,46427,861858,827,2023-11
LN01000,Faras Bera,Hyderabad,Business Loan,114323,10.16,36,2023-11-30,Closed,31273,1038457,711,2023-11
